2024-06-11 22:30:39,770: 'h'
2024-06-11 22:30:39,913: 'a'
2024-06-11 22:30:40,145: 'u'
2024-06-11 22:30:40,411: 'f'
2024-06-11 22:30:40,550: 'a'
2024-06-11 22:30:40,651: Key.space
2024-06-11 22:30:42,491: Key.backspace
2024-06-11 22:30:42,650: Key.backspace
2024-06-11 22:30:42,788: Key.backspace
2024-06-11 22:30:42,920: Key.backspace
2024-06-11 22:30:43,071: Key.backspace
2024-06-11 22:30:43,202: Key.backspace
2024-06-11 22:30:43,331: Key.backspace
2024-06-11 22:30:43,463: Key.backspace
2024-06-11 22:30:43,610: Key.backspace
2024-06-11 22:30:44,174: 'h'
2024-06-11 22:30:44,326: 'a'
2024-06-11 22:30:44,430: 'h'
2024-06-11 22:30:44,567: 'a'
2024-06-11 22:30:44,679: 'h'
2024-06-11 22:30:44,805: 'a'
2024-06-11 22:30:44,915: 'h'
2024-06-11 22:30:45,131: '*'
2024-06-11 22:31:00,311: Key.backspace
2024-06-11 22:31:00,476: Key.backspace
2024-06-11 22:31:03,791: 'm'
2024-06-11 22:31:04,170: 'y'
2024-06-11 22:31:04,411: Key.space
2024-06-11 22:31:04,621: 'f'
2024-06-11 22:31:04,824: 'i'
2024-06-11 22:31:04,981: 'r'
2024-06-11 22:31:05,221: 's'
2024-06-11 22:31:05,371: 't'
2024-06-11 22:31:05,593: Key.space
2024-06-11 22:31:05,871: 'c'
2024-06-11 22:31:06,071: 'y'
2024-06-11 22:31:06,281: 'b'
2024-06-11 22:31:06,491: 'e'
2024-06-11 22:31:08,165: Key.backspace
2024-06-11 22:31:08,671: Key.backspace
2024-06-11 22:31:08,700: Key.backspace
2024-06-11 22:31:22,585: Key.backspace
2024-06-11 22:31:22,744: Key.backspace
2024-06-11 22:31:22,880: Key.backspace
2024-06-11 22:31:23,020: Key.backspace
2024-06-11 22:31:23,531: Key.backspace
2024-06-11 22:31:23,561: Key.backspace
2024-06-11 22:31:23,596: Key.backspace
2024-06-11 22:31:23,622: Key.backspace
2024-06-11 22:31:23,654: Key.backspace
2024-06-11 22:31:23,686: Key.backspace
2024-06-11 22:31:23,718: Key.backspace
2024-06-11 22:31:23,746: Key.backspace
2024-06-11 22:31:23,771: Key.backspace
2024-06-11 22:31:23,801: Key.backspace
2024-06-11 22:31:23,830: Key.backspace
2024-06-11 22:31:23,861: Key.backspace
2024-06-11 22:31:23,893: Key.backspace
2024-06-11 22:31:23,924: Key.backspace
2024-06-11 22:31:24,191: Key.ctrl_l
2024-06-11 22:31:24,451: '\x13'
2024-06-11 22:31:28,251: 'm'
2024-06-11 22:31:28,581: 'y'
2024-06-11 22:31:28,821: Key.space
2024-06-11 22:31:29,201: 'f'
2024-06-11 22:31:29,446: 'i'
2024-06-11 22:31:29,631: 'r'
2024-06-11 22:31:29,891: 's'
2024-06-11 22:31:30,081: 't'
2024-06-11 22:31:30,334: Key.space
2024-06-11 22:31:30,711: 'c'
2024-06-11 22:31:30,841: 'y'
2024-06-11 22:31:31,051: 'b'
2024-06-11 22:31:31,183: 'e'
2024-06-11 22:31:31,361: 'r'
2024-06-11 22:31:31,511: Key.space
2024-06-11 22:31:31,960: 'p'
2024-06-11 22:31:32,101: 'r'
2024-06-11 22:31:32,491: 'o'
2024-06-11 22:31:32,912: 'j'
2024-06-11 22:31:33,091: 'e'
2024-06-11 22:31:33,301: 'c'
2024-06-11 22:31:33,420: 't'
2024-06-11 22:31:33,661: Key.space
2024-06-11 22:31:34,170: Key.ctrl_l
2024-06-11 22:31:35,741: Key.shift
2024-06-11 22:31:37,011: Key.ctrl_l
2024-06-11 22:31:37,581: '\x01'
2024-06-11 22:31:38,233: Key.backspace
2024-06-11 22:32:14,474: 'm'
2024-06-11 22:32:14,790: 'y'
2024-06-11 22:32:15,039: Key.space
2024-06-11 22:32:15,271: 'f'
2024-06-11 22:32:16,001: 'i'
2024-06-11 22:32:16,200: 'r'
2024-06-11 22:32:16,681: 's'
2024-06-11 22:32:16,866: 't'
2024-06-11 22:32:17,103: Key.space
2024-06-11 22:32:17,291: 'c'
2024-06-11 22:32:17,414: 'y'
2024-06-11 22:32:17,630: 'b'
2024-06-11 22:32:17,766: 'e'
2024-06-11 22:32:17,970: 'r'
2024-06-11 22:32:18,130: Key.space
2024-06-11 22:32:18,351: 's'
2024-06-11 22:32:18,541: 'e'
2024-06-11 22:32:18,775: 'c'
2024-06-11 22:32:19,066: 'u'
2024-06-11 22:32:19,301: 'r'
2024-06-11 22:32:19,623: 'i'
2024-06-11 22:32:19,890: 't'
2024-06-11 22:32:20,060: 'y'
2024-06-11 22:32:20,261: Key.space
2024-06-11 22:32:20,611: 'p'
2024-06-11 22:32:20,776: 'r'
2024-06-11 22:32:20,960: 'o'
2024-06-11 22:32:21,195: 'k'
2024-06-11 22:32:21,314: 'e'
2024-06-11 22:32:23,036: Key.backspace
2024-06-11 22:32:23,501: Key.backspace
2024-06-11 22:32:24,390: 'j'
2024-06-11 22:32:24,521: 'e'
2024-06-11 22:32:24,731: 'c'
2024-06-11 22:32:24,831: 't'
2024-06-11 22:32:25,073: Key.space
2024-06-11 22:32:25,330: Key.enter
2024-06-11 22:32:41,536: Key.backspace
2024-06-11 22:32:42,041: Key.backspace
2024-06-11 22:32:48,393: Key.backspace
2024-06-11 22:32:49,431: Key.backspace
2024-06-11 22:33:01,811: 'f'
2024-06-11 22:33:01,941: 'i'
2024-06-11 22:33:02,106: 'r'
2024-06-11 22:33:02,342: 's'
2024-06-11 22:33:02,461: 't'
2024-06-11 22:33:02,661: Key.space
2024-06-11 22:33:03,231: 'k'
2024-06-11 22:33:03,461: 'e'
2024-06-11 22:33:03,631: 'y'
2024-06-11 22:33:03,961: 'l'
2024-06-11 22:33:04,151: 'o'
2024-06-11 22:33:04,601: 'g'
2024-06-11 22:33:04,761: 'g'
2024-06-11 22:33:05,006: 'e'
2024-06-11 22:33:05,251: 'r'
2024-06-11 22:33:06,602: Key.backspace
2024-06-11 22:33:07,111: Key.backspace
2024-06-11 22:33:07,142: Key.backspace
2024-06-11 22:33:07,172: Key.backspace
2024-06-11 22:33:07,202: Key.backspace
2024-06-11 22:33:07,233: Key.backspace
2024-06-11 22:33:07,260: Key.backspace
2024-06-11 22:33:07,293: Key.backspace
2024-06-11 22:33:07,321: Key.backspace
2024-06-11 22:33:07,354: Key.backspace
2024-06-11 22:33:07,383: Key.backspace
2024-06-11 22:33:07,414: Key.backspace
2024-06-11 22:33:07,440: Key.backspace
2024-06-11 22:33:07,470: Key.backspace
2024-06-11 22:33:07,501: Key.backspace
2024-06-11 22:33:07,531: Key.backspace
2024-06-11 22:33:07,564: Key.backspace
2024-06-11 22:33:07,592: Key.backspace
2024-06-11 22:33:07,626: Key.backspace
2024-06-11 22:33:07,657: Key.backspace
2024-06-11 22:33:07,685: Key.backspace
2024-06-11 22:33:07,717: Key.backspace
2024-06-11 22:33:07,745: Key.backspace
2024-06-11 22:33:34,380: Key.enter
2024-06-11 22:33:37,671: 'b'
2024-06-11 22:33:37,826: 'y'
2024-06-11 22:33:38,041: Key.space
2024-06-11 22:33:38,211: 'h'
2024-06-11 22:33:38,390: 'a'
2024-06-11 22:33:38,545: 'y'
2024-06-11 22:33:38,755: 'f'
2024-06-11 22:33:38,906: 'a'
2024-06-11 22:33:39,072: Key.space
2024-06-11 22:33:39,294: 'h'
2024-06-11 22:33:39,555: 'o'
2024-06-11 22:33:39,900: 'r'
2024-06-11 22:33:40,081: 'r'
2024-06-11 22:33:40,316: 'a'
2024-06-11 22:33:40,751: Key.enter
2024-06-11 22:33:48,211: 'f'
2024-06-11 22:33:48,390: 'i'
2024-06-11 22:33:48,520: 'r'
2024-06-11 22:33:48,801: 's'
2024-06-11 22:33:49,035: 't'
2024-06-11 22:33:49,291: Key.space
2024-06-11 22:33:49,851: 'k'
2024-06-11 22:33:50,051: 'e'
2024-06-11 22:33:50,215: 'y'
2024-06-11 22:33:50,591: 'l'
2024-06-11 22:33:50,741: 'l'
2024-06-11 22:33:50,925: 'o'
2024-06-11 22:33:51,261: 'g'
2024-06-11 22:33:51,396: 'e'
2024-06-11 22:33:51,601: 'r'
2024-06-11 22:33:53,420: Key.backspace
2024-06-11 22:33:53,921: Key.backspace
2024-06-11 22:33:53,953: Key.backspace
2024-06-11 22:33:53,980: Key.backspace
2024-06-11 22:33:54,013: Key.backspace
2024-06-11 22:33:54,044: Key.backspace
2024-06-11 22:33:54,077: Key.backspace
2024-06-11 22:33:54,106: Key.backspace
2024-06-11 22:33:54,136: Key.backspace
2024-06-11 22:33:54,166: Key.backspace
2024-06-11 22:33:54,195: Key.backspace
2024-06-11 22:33:54,225: Key.backspace
2024-06-11 22:33:54,256: Key.backspace
2024-06-11 22:33:54,283: Key.backspace
2024-06-11 22:33:54,318: Key.backspace
2024-06-11 22:33:54,346: Key.backspace
2024-06-11 22:33:54,379: Key.backspace
2024-06-11 22:33:54,407: Key.backspace
2024-06-11 22:33:54,440: Key.backspace
2024-06-11 22:33:54,469: Key.backspace
2024-06-11 22:33:54,499: Key.backspace
2024-06-11 22:33:54,527: Key.backspace
2024-06-11 22:33:54,560: Key.backspace
2024-06-11 22:33:54,591: Key.backspace
2024-06-11 22:34:00,011: 'f'
2024-06-11 22:34:00,267: 'i'
2024-06-11 22:34:00,408: 'r'
2024-06-11 22:34:00,613: 's'
2024-06-11 22:34:00,717: 't'
2024-06-11 22:34:00,958: Key.space
2024-06-11 22:34:01,197: 'k'
2024-06-11 22:34:01,363: 'e'
2024-06-11 22:34:01,498: 'y'
2024-06-11 22:34:02,605: 'l'
2024-06-11 22:34:02,941: Key.backspace
2024-06-11 22:34:03,459: Key.backspace
2024-06-11 22:34:03,488: Key.backspace
2024-06-11 22:34:03,507: Key.backspace
2024-06-11 22:34:03,537: Key.backspace
2024-06-11 22:34:03,568: Key.backspace
2024-06-11 22:34:03,590: Key.backspace
2024-06-11 22:34:03,628: Key.backspace
2024-06-11 22:34:03,659: Key.backspace
2024-06-11 22:34:03,688: Key.backspace
2024-06-11 22:34:03,718: Key.backspace
2024-06-11 22:34:03,741: Key.backspace
